customer_id,full_name,date_of_birth,address,onboarding_date,segment,KYC_status,AML_status,risk_level_initial,current_risk_level,PEP_status,cdd_last_review_date,cdd_review_frequency,edd_required,edd_investigation_reason,source_of_funds_verified,account_balance
CUST_6C7CB10B,Charles White,1994-10-21,"5402 Pine St, San Jose, CA",2022-12-26,Retail,verified,prior_flag,low,low,N,2025-06-08,annually,N,,True,286795.05
CUST_A9E53D2C,Ashley Taylor,1955-03-25,"4155 Maple St, Charlotte, NC",2023-11-27,Small Business,pending,clean,high,medium,N,2025-10-01,quarterly,N,,True,71943.64
CUST_2972ECB6,Daniel Rodriguez,1973-08-03,"5462 Cedar St, New York, NY",2023-10-05,Retail,verified,clean,medium,low,N,2025-07-14,annually,N,,False,434584.97
CUST_B69EF017,Ashley Harris,1978-11-22,"5633 Cedar St, Denver, CO",2022-04-06,Retail,verified,cleared,medium,high,N,2025-08-31,quarterly,Y,Sanctions screening match,True,66166.53
CUST_5066A278,Ashley Thomas,1992-01-02,"7109 Oak St, Phoenix, AZ",2022-12-18,Retail,verified,prior_flag,medium,medium,N,2025-11-07,quarterly,N,,False,441191.73
CUST_0BF9A5EF,Maria Garcia,1990-06-09,"1659 Main St, San Antonio, TX",2022-10-08,Retail,verified,clean,low,medium,N,2025-07-21,quarterly,N,,True,238926.55
CUST_5BDAEB50,David Jackson,1992-08-01,"1778 Main St, Austin, TX",2022-08-20,Retail,pending,clean,low,low,N,2025-08-01,semi-annually,N,,True,184413.28
CUST_4C8D9947,Maria Jones,2001-03-21,"6845 Cedar St, San Francisco, CA",2023-01-27,Corporate,verified,clean,low,low,N,2025-05-31,semi-annually,N,,True,4306814.5
CUST_F26E9C85,Michael Young,1997-02-19,"4768 Main St, San Jose, CA",2022-04-13,Small Business,verified,clean,low,low,N,2025-06-19,semi-annually,N,,True,103517.41
CUST_D9985C83,Karen Taylor,1974-05-21,"297 Pine St, Austin, TX",2022-07-13,Retail,verified,clean,medium,medium,N,2025-06-08,quarterly,N,,True,66859.46
CUST_EB78DA72,Ashley Robinson,1972-09-22,"6620 Cedar St, San Jose, CA",2023-08-06,Retail,verified,clean,low,low,N,2025-10-28,semi-annually,N,,False,314656.78
CUST_004B6AA5,Thomas Clark,1993-07-03,"9708 Main St, San Jose, CA",2023-03-02,Retail,verified,clean,low,low,N,2025-06-23,semi-annually,N,,True,349639.26
CUST_290D6E0E,Margaret Walker,1964-02-14,"2784 Maple St, Jacksonville, FL",2022-09-02,Retail,verified,clean,low,low,N,2025-10-03,semi-annually,N,,True,261979.68
CUST_7DA2EA62,Sandra Robinson,1972-03-24,"1362 Maple St, San Francisco, CA",2022-09-23,Small Business,verified,clean,low,high,N,2025-09-01,monthly,Y,Large cash deposits,False,255880.16
CUST_EDF903CD,Sarah Thomas,1972-03-09,"7829 Pine St, Fort Worth, TX",2023-08-04,Small Business,verified,clean,medium,medium,N,2025-11-04,quarterly,N,,True,460193.05
CUST_C51687BD,Jessica Hall,2000-12-24,"3038 Oak St, Indianapolis, IN",2022-02-06,Retail,pending,clean,low,high,N,2025-07-02,monthly,Y,Large cash deposits,False,490725.52
CUST_6210DE5A,Richard Williams,1967-05-11,"8183 Oak St, Seattle, WA",2023-04-22,Retail,verified,clean,low,medium,N,2025-07-12,quarterly,N,,True,380480.63
CUST_FDFBA607,Lisa Jones,1950-04-18,"8780 Oak St, Columbus, OH",2022-01-07,Retail,expired,clean,medium,medium,N,2025-08-21,quarterly,N,,True,246522.41
CUST_D6AA3B39,Sarah Jones,1954-01-08,"6561 Main St, Denver, CO",2023-12-30,Small Business,verified,cleared,medium,medium,N,2025-10-14,quarterly,N,,True,284342.54
CUST_C59EB248,Linda Thompson,1967-05-28,"2330 Cedar St, Houston, TX",2022-05-14,Retail,verified,clean,medium,medium,N,2025-10-19,quarterly,N,,False,78549.87
CUST_8E623960,Jessica Anderson,1975-02-18,"9984 Main St, San Antonio, TX",2023-04-23,Retail,verified,prior_flag,medium,medium,N,2025-05-16,quarterly,N,,True,418126.45
CUST_90112423,William Jones,1964-06-13,"4193 Main St, San Francisco, CA",2022-04-04,Retail,high-risk,clean,low,low,N,2025-06-18,annually,N,,True,51851.77
CUST_F5D1A127,Sandra Jones,1952-04-05,"3339 Maple St, Phoenix, AZ",2022-05-05,Retail,expired,clean,low,low,N,2025-11-02,semi-annually,N,,False,46897.34
CUST_5900CE7B,Ashley Robinson,1951-08-02,"3166 Pine St, Dallas, TX",2022-12-06,Retail,verified,clean,low,low,N,2025-08-09,semi-annually,N,,True,223559.7
CUST_C9934453,David Johnson,1988-04-21,"8714 Oak St, Seattle, WA",2023-09-21,Retail,verified,clean,low,low,N,2025-05-27,semi-annually,N,,True,397628.28
CUST_F8AAD8EC,Richard Lewis,1979-09-26,"4702 Main St, Charlotte, NC",2024-01-01,Retail,verified,clean,medium,medium,N,2025-09-12,quarterly,N,,True,265186.71
CUST_BA2ABB53,Anthony Jackson,1955-04-22,"2946 Oak St, San Diego, CA",2022-08-27,Retail,verified,clean,low,low,N,2025-08-09,annually,N,,False,296667.24
CUST_47B59477,Sandra Harris,2007-10-01,"1020 Oak St, Boston, MA",2023-12-16,Small Business,verified,under_investigation,low,high,N,2025-09-24,quarterly,Y,Unusual transaction patterns,True,110185.66
CUST_61CB19E9,Thomas Thomas,2007-10-07,"2420 Main St, Indianapolis, IN",2022-01-01,Small Business,verified,prior_flag,low,low,N,2025-06-10,semi-annually,N,,True,430474.06
CUST_6A769171,Michael Lopez,1974-10-04,"9307 Cedar St, Jacksonville, FL",2023-12-23,Retail,verified,clean,low,low,N,2025-05-25,annually,N,,True,112395.37
CUST_B1F1B9C3,Charles Robinson,1968-12-23,"3719 Cedar St, Houston, TX",2022-06-29,Retail,verified,clean,low,low,Y,2025-09-22,monthly,Y,High-risk jurisdiction,True,468407.21
CUST_6F427D02,David Hernandez,1971-06-06,"1210 Pine St, Dallas, TX",2022-03-21,Retail,verified,clean,high,high,N,2025-09-01,monthly,Y,PEP status,True,393722.98
CUST_003EF7AD,Margaret Smith,1977-12-14,"3795 Oak St, San Francisco, CA",2022-02-19,Corporate,verified,clean,high,high,N,2025-06-13,quarterly,Y,Large cash deposits,True,414861.48
CUST_C38996B9,Ashley Johnson,1969-05-04,"8009 Main St, Columbus, OH",2022-10-29,Retail,verified,clean,low,low,N,2025-08-13,semi-annually,N,,True,471278.69
CUST_85F49EB3,Jessica Martin,1952-02-11,"913 Maple St, Denver, CO",2023-03-21,Retail,verified,clean,low,low,N,2025-08-23,annually,N,,True,275281.65
CUST_71A6C51A,Patricia Jones,1949-07-03,"1992 Pine St, Fort Worth, TX",2022-02-25,Retail,verified,clean,low,low,N,2025-10-18,annually,N,,True,236001.28
CUST_349E9069,Mark Thompson,1990-09-13,"9344 Main St, Phoenix, AZ",2022-09-29,Retail,verified,clean,medium,medium,N,2025-09-11,quarterly,N,,True,376365.34
CUST_A9FC61F2,Betty Brown,1971-09-14,"7879 Cedar St, San Diego, CA",2022-03-29,Corporate,verified,prior_flag,medium,medium,N,2025-06-23,quarterly,N,,True,2407498.29
CUST_9EB2BC8D,Michael Gonzalez,1985-09-26,"2167 Main St, Columbus, OH",2022-02-05,Retail,expired,clean,high,medium,N,2025-09-14,quarterly,N,,True,40105.89
CUST_9375406B,Betty Wilson,1989-03-27,"302 Cedar St, Denver, CO",2022-07-26,Retail,verified,clean,low,low,N,2025-08-29,annually,N,,True,261758.44
CUST_760A8C60,Linda Brown,1958-10-19,"8055 Cedar St, Boston, MA",2023-03-01,Retail,verified,clean,high,high,N,2025-07-25,quarterly,Y,Sanctions screening match,True,237050.26
CUST_D76CE945,Jessica Rodriguez,1988-10-22,"5065 Pine St, Dallas, TX",2023-02-17,Retail,verified,clean,low,high,N,2025-11-02,quarterly,Y,Sanctions screening match,True,421580.44
CUST_D6D4906B,Ashley White,2004-04-05,"3563 Maple St, Charlotte, NC",2023-12-03,Retail,verified,clean,medium,medium,N,2025-10-16,quarterly,N,,True,379987.15
CUST_6B22AB99,Ashley Lopez,1999-03-03,"4187 Main St, San Francisco, CA",2022-02-27,Retail,pending,prior_flag,low,low,N,2025-09-17,semi-annually,N,,True,26229.08
CUST_F279F77C,Jennifer White,1972-08-17,"5830 Pine St, Philadelphia, PA",2022-07-23,Retail,verified,clean,medium,medium,N,2025-07-09,quarterly,N,,True,418989.23
CUST_23A81D22,James Harris,1967-01-13,"6809 Cedar St, New York, NY",2023-12-07,Retail,verified,clean,medium,medium,N,2025-09-16,quarterly,N,,True,432450.34
CUST_D57BEEE5,Anthony Thompson,2007-03-21,"7620 Pine St, San Antonio, TX",2022-01-10,Retail,verified,under_investigation,medium,high,N,2025-07-22,quarterly,Y,Unusual transaction patterns,True,233882.31
CUST_06F5FC9C,Betty Taylor,1986-02-01,"1145 Pine St, Dallas, TX",2023-10-01,Retail,verified,clean,low,low,N,2025-05-16,annually,N,,True,320656.78
CUST_6F093EB6,Ashley Rodriguez,1994-11-10,"8248 Pine St, Dallas, TX",2022-09-25,Retail,verified,prior_flag,low,high,N,2025-05-17,quarterly,Y,PEP status,True,453548.87
CUST_5682BFF3,Richard Gonzalez,1994-10-27,"2885 Cedar St, Philadelphia, PA",2022-02-06,Retail,verified,clean,medium,low,N,2025-07-01,annually,N,,True,147598.24
CUST_97BBD1B1,Patricia Jones,2000-09-25,"6189 Pine St, Denver, CO",2022-09-22,Corporate,verified,clean,high,high,N,2025-07-23,quarterly,Y,Suspicious activity report filed,True,1505553.05
CUST_472BEF4D,Ashley Brown,2004-11-19,"2570 Oak St, San Antonio, TX",2023-04-27,Retail,verified,clean,low,low,N,2025-07-25,annually,N,,True,171992.27
CUST_C38C1DD8,Charles Young,1969-12-06,"2862 Cedar St, Philadelphia, PA",2023-04-14,Small Business,verified,clean,low,low,N,2025-09-15,annually,N,,True,245298.97
CUST_6A3D7853,Anthony Clark,1988-07-21,"8800 Oak St, New York, NY",2022-04-01,Retail,verified,clean,low,medium,N,2025-08-17,quarterly,N,,True,338697.32
CUST_A95187BE,Daniel Harris,1993-06-10,"9870 Cedar St, Austin, TX",2022-09-12,Retail,verified,prior_flag,low,low,N,2025-07-14,annually,N,,True,217398.95
CUST_AD37BEDA,Betty Jones,1980-06-25,"8367 Oak St, Houston, TX",2022-12-17,Retail,verified,clean,medium,high,N,2025-09-14,monthly,Y,Large cash deposits,True,183929.13
CUST_BF720A1E,Daniel Lewis,2005-11-09,"6330 Main St, Seattle, WA",2022-02-08,Small Business,verified,clean,medium,high,N,2025-05-15,monthly,Y,High transaction volume,True,127116.41
CUST_81EDCE30,Matthew Jones,1992-11-01,"2028 Pine St, Houston, TX",2022-07-30,Retail,verified,clean,low,low,N,2025-06-30,semi-annually,N,,True,392595.27
CUST_9DDE7C1F,Patricia Miller,1998-05-27,"5516 Oak St, New York, NY",2023-09-16,Retail,verified,clean,low,low,N,2025-05-15,semi-annually,N,,False,7361.95
CUST_D6EAFED3,Michael Hall,1985-11-16,"4950 Pine St, San Francisco, CA",2022-04-24,Retail,verified,clean,low,low,N,2025-07-14,semi-annually,N,,False,25990.02
CUST_E9D5CC0D,Donald Garcia,1967-06-26,"5484 Pine St, San Francisco, CA",2022-02-10,Retail,pending,prior_flag,low,low,N,2025-05-22,semi-annually,N,,True,477589.49
CUST_1DB955E5,James Young,2001-06-06,"2832 Main St, Phoenix, AZ",2022-04-06,Retail,verified,clean,low,low,N,2025-05-25,annually,N,,True,348388.77
CUST_055B9573,Sarah Walker,1975-10-16,"2240 Maple St, Charlotte, NC",2022-06-13,Small Business,verified,clean,medium,medium,N,2025-05-16,quarterly,N,,True,57355.8
CUST_FC101D7D,Linda Anderson,1965-11-11,"8604 Cedar St, Boston, MA",2022-02-17,Retail,verified,clean,medium,medium,N,2025-05-20,quarterly,N,,True,48525.83
CUST_68CB89F2,Betty Harris,1971-11-22,"8223 Oak St, Chicago, IL",2022-09-12,Retail,pending,clean,low,low,N,2025-07-01,semi-annually,N,,True,375963.57
CUST_A8B400AA,William Davis,1952-09-08,"2044 Maple St, New York, NY",2022-12-05,Retail,verified,clean,low,low,N,2025-07-03,semi-annually,N,,True,52219.02
CUST_958C55ED,Linda Johnson,1949-02-26,"3752 Maple St, Austin, TX",2023-07-25,Retail,verified,clean,low,low,N,2025-08-06,annually,N,,True,280515.27
CUST_52320B3E,Karen Martin,1991-06-23,"1841 Main St, Philadelphia, PA",2023-04-30,Retail,verified,clean,low,low,N,2025-06-20,annually,N,,True,246718.65
CUST_4CF8C15B,Donald White,1965-10-07,"9747 Main St, San Francisco, CA",2023-02-24,Retail,verified,clean,medium,high,N,2025-07-24,monthly,Y,High transaction volume,False,229236.55
CUST_26E13476,Charles Taylor,1949-09-24,"2203 Main St, Fort Worth, TX",2022-05-18,Retail,verified,clean,medium,low,N,2025-05-14,semi-annually,N,,True,329103.38
CUST_C23EF5F7,Karen Young,2005-07-14,"8493 Pine St, Seattle, WA",2022-11-26,Corporate,verified,cleared,high,low,N,2025-10-03,semi-annually,N,,True,4310502.35
CUST_1057A05F,Matthew Harris,1962-04-07,"5381 Main St, Jacksonville, FL",2023-07-21,Retail,verified,cleared,low,low,N,2025-07-02,semi-annually,N,,True,281577.83
CUST_35E3B344,Charles Jackson,1975-11-24,"1027 Oak St, Dallas, TX",2023-11-15,Small Business,verified,clean,medium,medium,N,2025-08-02,quarterly,N,,True,375342.32
CUST_0FC29402,Jessica Martinez,1958-01-23,"3992 Cedar St, San Jose, CA",2023-12-01,Small Business,verified,clean,low,low,N,2025-05-26,semi-annually,N,,True,346775.1
CUST_F55B13C3,Sarah Hall,1975-11-11,"6125 Cedar St, Seattle, WA",2023-01-26,Corporate,verified,prior_flag,low,low,N,2025-09-11,annually,N,,False,3705327.66
CUST_38F05F0C,Robert Clark,1977-03-22,"4278 Main St, Austin, TX",2022-07-18,Retail,verified,clean,high,high,N,2025-10-05,quarterly,Y,PEP status,True,233699.34
CUST_F7DE6478,Dorothy Jones,1969-10-02,"5307 Cedar St, San Diego, CA",2022-02-10,Small Business,verified,clean,medium,medium,N,2025-10-20,quarterly,N,,True,478536.87
CUST_BADE6E22,Thomas Williams,1975-09-18,"244 Main St, Jacksonville, FL",2023-06-02,Retail,verified,clean,low,low,N,2025-06-17,annually,N,,True,223387.96
CUST_33A3DAF3,Mark Lee,1964-01-22,"6243 Cedar St, Indianapolis, IN",2023-09-21,Small Business,verified,clean,low,medium,N,2025-06-28,quarterly,N,,True,223332.89
CUST_3CEF6982,Sarah Martinez,1969-09-03,"1802 Oak St, Seattle, WA",2023-10-30,Corporate,verified,clean,low,low,N,2025-05-16,semi-annually,N,,True,4152305.92
CUST_3F0A1050,Mark Harris,2001-02-24,"3829 Pine St, Columbus, OH",2023-03-22,Retail,verified,clean,low,low,N,2025-06-18,annually,N,,True,194628.27
CUST_705C73EC,Daniel Gonzalez,1950-07-22,"1838 Pine St, San Jose, CA",2023-03-20,Retail,verified,clean,low,low,N,2025-08-08,semi-annually,N,,False,303676.35
CUST_78394303,Maria Clark,1974-11-01,"6213 Main St, Seattle, WA",2023-03-25,Retail,verified,clean,low,low,N,2025-08-23,semi-annually,N,,True,437508.7
CUST_3FF92206,David Brown,1985-10-13,"8497 Oak St, Philadelphia, PA",2022-02-12,Retail,verified,prior_flag,medium,medium,N,2025-07-25,quarterly,N,,False,92812.37
CUST_6C7FE691,Karen Robinson,1956-03-22,"1203 Pine St, Houston, TX",2022-09-16,Small Business,expired,cleared,medium,medium,N,2025-06-20,quarterly,N,,True,99511.38
CUST_A9A4E4AA,Charles Thomas,1957-11-21,"9366 Cedar St, Jacksonville, FL",2022-12-05,Retail,verified,clean,low,low,N,2025-05-14,annually,N,,True,404042.18
CUST_3262F885,Linda Garcia,1964-04-23,"5104 Maple St, Seattle, WA",2022-01-05,Small Business,verified,clean,low,low,N,2025-07-16,annually,N,,True,55307.49
CUST_8167BADB,Daniel Martin,1966-03-18,"9767 Oak St, Los Angeles, CA",2022-03-25,Retail,verified,prior_flag,medium,high,N,2025-06-12,monthly,Y,High-risk jurisdiction,True,276245.41
CUST_9C6C7A0A,Nancy Young,1990-03-12,"8327 Main St, San Diego, CA",2023-07-07,Retail,pending,clean,medium,medium,N,2025-10-15,quarterly,N,,True,424142.94
CUST_FB41A075,Sandra Martin,1997-09-05,"3896 Main St, Dallas, TX",2023-12-02,Retail,verified,cleared,low,high,N,2025-10-28,quarterly,Y,PEP status,True,185348.16
CUST_7585C32A,Sarah Thompson,2007-06-13,"6271 Maple St, Jacksonville, FL",2022-07-31,Retail,high-risk,clean,low,high,N,2025-06-12,quarterly,Y,High-risk jurisdiction,True,294251.73
CUST_502A26A0,Mark Robinson,1965-07-08,"1363 Cedar St, Dallas, TX",2022-03-21,Retail,verified,clean,low,low,N,2025-07-18,semi-annually,N,,True,106547.03
CUST_A4DCF152,Jessica Garcia,1994-02-22,"6832 Main St, San Diego, CA",2023-01-06,Retail,verified,clean,medium,medium,N,2025-09-27,quarterly,N,,True,22529.02
CUST_9167A01E,Charles Jackson,1989-09-02,"1504 Oak St, San Francisco, CA",2022-06-14,Small Business,pending,clean,low,low,N,2025-05-22,semi-annually,N,,True,303656.42
CUST_3F8CC2D0,Patricia Walker,1963-07-20,"1227 Oak St, Fort Worth, TX",2023-05-09,Retail,verified,clean,low,low,N,2025-07-14,annually,N,,True,193345.48
CUST_BEB58344,Emily Smith,2004-09-22,"2235 Cedar St, Seattle, WA",2022-07-27,Retail,verified,clean,low,low,N,2025-10-15,semi-annually,N,,True,413933.37
CUST_711C3899,Mark Clark,1976-09-14,"9539 Main St, Columbus, OH",2023-11-26,Retail,verified,prior_flag,low,high,N,2025-06-10,quarterly,Y,Suspicious activity report filed,True,67807.67
CUST_F862217B,Patricia Clark,1954-05-20,"3465 Pine St, Columbus, OH",2022-08-27,Small Business,verified,clean,low,low,N,2025-06-27,semi-annually,N,,True,181772.63
CUST_CE765BC0,David Wilson,1965-05-28,"9191 Maple St, Dallas, TX",2023-10-30,Retail,high-risk,clean,low,low,N,2025-09-23,annually,N,,True,494265.62
CUST_6D54C0AF,Charles Lopez,1996-03-28,"952 Oak St, Fort Worth, TX",2023-12-24,Small Business,verified,under_investigation,low,low,N,2025-08-13,annually,Y,Suspicious activity report filed,True,482320.56
CUST_5781F288,John Lewis,1958-08-20,"4793 Cedar St, Los Angeles, CA",2022-04-04,Retail,verified,clean,low,low,N,2025-06-03,annually,N,,True,472912.21
CUST_0054135E,Donald Garcia,1977-01-07,"5993 Oak St, New York, NY",2023-10-18,Small Business,verified,clean,high,high,N,2025-06-03,monthly,Y,PEP status,True,487847.3
CUST_2C1FBDF2,Michael Rodriguez,1991-07-13,"4630 Oak St, Boston, MA",2023-02-14,Retail,verified,clean,low,low,N,2025-08-11,annually,N,,False,481565.51
CUST_7F90DE26,Joseph Hall,1949-05-06,"9326 Maple St, San Diego, CA",2023-02-18,Retail,verified,under_investigation,low,high,N,2025-05-14,quarterly,Y,Unusual transaction patterns,False,378979.17
CUST_EFA13B5C,Anthony Anderson,2006-10-28,"5885 Cedar St, Seattle, WA",2023-11-29,Retail,verified,cleared,low,low,N,2025-08-19,semi-annually,N,,True,5851.87
CUST_B8336841,Donald Rodriguez,1954-07-22,"3215 Maple St, San Antonio, TX",2022-09-12,Small Business,verified,clean,low,low,N,2025-09-22,annually,N,,False,118195.82
CUST_1BCEB1E5,Lisa Walker,1963-04-27,"8971 Main St, Charlotte, NC",2022-09-29,Retail,verified,under_investigation,low,low,N,2025-06-03,annually,Y,High transaction volume,True,186227.07
CUST_9D11F207,William Thomas,1966-08-06,"5789 Maple St, Philadelphia, PA",2023-08-12,Corporate,verified,clean,high,high,N,2025-07-08,quarterly,Y,High-risk jurisdiction,True,2313120.37
CUST_A45E0875,Emily White,1969-12-01,"5721 Pine St, Philadelphia, PA",2023-06-15,Retail,verified,clean,low,low,N,2025-09-08,annually,N,,True,249886.24
CUST_B08167FE,Robert Wilson,1972-06-28,"3312 Oak St, Phoenix, AZ",2023-12-19,Retail,expired,clean,low,high,N,2025-06-18,monthly,Y,Unusual transaction patterns,True,237020.53
CUST_F563D483,John Garcia,1957-11-17,"3630 Pine St, Charlotte, NC",2023-03-08,Retail,verified,prior_flag,low,low,N,2025-05-15,semi-annually,N,,True,419646.88
CUST_98787A26,Emily Anderson,1972-06-18,"9535 Cedar St, Philadelphia, PA",2022-12-09,Retail,verified,clean,medium,medium,N,2025-06-05,quarterly,N,,True,489707.19
CUST_A2D16CDA,Maria Lopez,1981-08-25,"5627 Maple St, Boston, MA",2022-11-29,Small Business,verified,clean,medium,medium,N,2025-09-26,quarterly,N,,True,286247.15
CUST_B68C6E8D,Ashley Hall,1959-06-08,"7477 Maple St, Philadelphia, PA",2022-03-15,Retail,verified,clean,low,low,N,2025-06-10,annually,N,,True,92759.21
CUST_5357AD40,John Jones,1965-12-23,"1463 Main St, Dallas, TX",2022-08-29,Small Business,verified,under_investigation,low,low,N,2025-11-01,semi-annually,Y,Suspicious activity report filed,True,309432.98
CUST_F5AD94F6,Michael Lee,1963-04-24,"8956 Pine St, Seattle, WA",2023-02-04,Retail,verified,clean,low,low,N,2025-07-09,annually,N,,True,222977.62
CUST_FB5BEC9D,Matthew Moore,1987-08-21,"1567 Maple St, San Jose, CA",2022-07-01,Small Business,verified,clean,medium,low,N,2025-06-22,annually,N,,True,183525.88
CUST_6632E153,James Jones,1949-09-27,"7152 Pine St, Boston, MA",2022-11-07,Small Business,verified,clean,low,low,N,2025-08-23,annually,N,,True,116376.48
CUST_06FC81F2,John Moore,1975-09-14,"4554 Pine St, Seattle, WA",2023-01-18,Retail,verified,clean,low,low,N,2025-05-31,annually,N,,True,404595.52
CUST_7BF19317,Linda Miller,1957-05-04,"1775 Pine St, Dallas, TX",2022-03-12,Retail,verified,clean,low,low,N,2025-06-24,semi-annually,N,,True,63394.56
CUST_1155EFAF,Joseph Harris,1954-03-01,"2493 Main St, Dallas, TX",2022-01-09,Retail,verified,cleared,low,low,N,2025-08-15,semi-annually,N,,True,388050.8
CUST_6AFF62F9,Michael Moore,1961-05-27,"1639 Cedar St, San Antonio, TX",2023-04-27,Retail,verified,clean,low,low,N,2025-10-30,semi-annually,N,,True,236939.95
CUST_C38662FD,Betty Martinez,1989-12-02,"3668 Main St, San Diego, CA",2022-11-27,Small Business,verified,clean,medium,medium,N,2025-10-25,quarterly,N,,True,316821.57
CUST_2BC3F8CD,William Smith,1966-10-04,"4175 Oak St, Charlotte, NC",2022-06-21,Retail,verified,clean,low,low,N,2025-08-04,semi-annually,N,,True,46609.37
CUST_02D115EF,Karen Hernandez,1952-06-21,"449 Maple St, Jacksonville, FL",2023-10-03,Retail,verified,clean,low,low,N,2025-07-18,annually,N,,True,362475.18
CUST_18EF1612,James Young,1994-08-18,"4944 Pine St, Seattle, WA",2022-02-10,Retail,verified,clean,low,high,N,2025-10-21,monthly,Y,High-risk jurisdiction,True,184189.24
CUST_23C00443,John Clark,1973-12-06,"3210 Cedar St, Charlotte, NC",2023-10-16,Small Business,verified,clean,medium,medium,N,2025-06-23,quarterly,N,,True,383101.31
CUST_AE17D43A,David Martin,1975-11-11,"1717 Main St, Denver, CO",2022-10-17,Retail,verified,clean,low,low,N,2025-10-11,semi-annually,N,,True,321234.08
CUST_36E4618B,Richard Thompson,1988-12-19,"1094 Pine St, Seattle, WA",2023-05-17,Retail,verified,under_investigation,low,low,N,2025-10-18,annually,Y,Unusual transaction patterns,True,371995.24
CUST_DEF8C975,Mark Wilson,1994-01-27,"8810 Maple St, San Antonio, TX",2023-01-13,Retail,verified,clean,low,low,N,2025-10-13,semi-annually,N,,True,97366.6
CUST_0FCD8EF1,Betty Davis,1960-09-24,"9110 Maple St, Indianapolis, IN",2023-08-07,Retail,verified,clean,medium,high,N,2025-10-12,quarterly,Y,PEP status,True,169418.92
CUST_D47137C2,Jessica Moore,1971-06-18,"6245 Cedar St, Dallas, TX",2023-09-07,Corporate,verified,clean,low,medium,N,2025-06-16,quarterly,N,,True,1832042.3
CUST_9657D6E7,Joseph Anderson,1995-01-10,"4621 Cedar St, Indianapolis, IN",2023-02-11,Retail,verified,clean,low,low,N,2025-11-02,annually,N,,True,278605.22
CUST_11ED91D5,Dorothy Jackson,1951-08-12,"1364 Pine St, Charlotte, NC",2022-06-08,Retail,verified,clean,low,low,N,2025-06-15,annually,N,,False,87278.34
CUST_2514B30A,Donald Young,1985-02-20,"7215 Maple St, Houston, TX",2023-12-08,Retail,verified,clean,low,low,N,2025-08-10,annually,N,,True,435023.47
CUST_2F8C8D8F,Lisa Harris,1987-01-21,"6536 Maple St, Boston, MA",2023-10-31,Small Business,verified,clean,low,low,N,2025-09-29,semi-annually,N,,True,288052.17
CUST_BEEA0DAD,Michael Davis,1999-07-05,"2309 Maple St, Seattle, WA",2023-03-19,Retail,verified,clean,low,low,N,2025-05-13,annually,N,,True,99856.16
CUST_65FAB619,Richard Lee,1984-10-24,"6084 Pine St, San Antonio, TX",2023-08-09,Retail,verified,clean,low,low,N,2025-05-20,semi-annually,N,,True,161048.44
CUST_A4B83E9A,Karen Lee,1968-03-12,"1505 Main St, Los Angeles, CA",2022-01-25,Retail,verified,clean,high,high,N,2025-05-16,monthly,Y,Sanctions screening match,True,122281.11
CUST_1EEB6AB5,Karen Hall,2002-05-01,"4337 Cedar St, Charlotte, NC",2022-06-01,Retail,verified,clean,medium,high,N,2025-09-16,monthly,Y,High-risk jurisdiction,True,311897.95
CUST_8261BFBD,David White,1950-07-19,"236 Main St, Fort Worth, TX",2023-12-17,Corporate,verified,clean,medium,medium,N,2025-08-30,quarterly,N,,True,3318845.49
CUST_21530718,Betty Walker,2004-02-01,"1542 Oak St, San Antonio, TX",2023-11-07,Retail,expired,clean,medium,high,N,2025-07-06,quarterly,Y,Suspicious activity report filed,True,250824.76
CUST_457C8CFF,Joseph Moore,1951-04-17,"8312 Pine St, Los Angeles, CA",2023-12-31,Retail,verified,clean,low,low,N,2025-09-08,annually,N,,False,313270.39
CUST_58C27973,Mark Gonzalez,1966-04-05,"2602 Maple St, San Jose, CA",2022-01-31,Retail,verified,clean,low,low,N,2025-07-24,semi-annually,N,,True,454957.96
CUST_D0741BDC,William Anderson,1962-11-05,"2478 Cedar St, Philadelphia, PA",2023-07-10,Retail,verified,clean,low,low,N,2025-07-20,semi-annually,N,,False,159430.61
CUST_EB343DE6,Nancy Moore,1969-03-24,"529 Cedar St, Boston, MA",2022-05-02,Retail,expired,clean,low,high,N,2025-09-20,monthly,Y,High transaction volume,True,134164.44
CUST_FF3EB5C1,Charles Martin,1963-04-22,"8151 Maple St, Phoenix, AZ",2022-08-25,Retail,verified,prior_flag,low,low,N,2025-09-21,annually,N,,True,82729.4
CUST_82DBF00E,Lisa Johnson,1949-05-14,"5423 Maple St, San Diego, CA",2023-02-23,Retail,verified,clean,low,low,N,2025-06-03,annually,N,,True,214350.29
CUST_6650C6E8,Anthony Johnson,2001-07-24,"7585 Main St, San Diego, CA",2023-09-15,Retail,verified,clean,low,low,N,2025-06-27,semi-annually,N,,True,259832.62
CUST_EA2268EA,Richard Harris,1973-09-25,"993 Cedar St, Phoenix, AZ",2022-02-10,Retail,verified,clean,low,high,N,2025-07-22,monthly,Y,Sanctions screening match,True,232325.9
CUST_D37C3E8F,Daniel Anderson,1981-02-06,"3408 Maple St, Chicago, IL",2022-04-03,Small Business,verified,clean,high,high,N,2025-07-14,monthly,Y,High-risk jurisdiction,True,125791.06
CUST_035413D8,Matthew Lee,1959-12-24,"819 Oak St, Austin, TX",2023-12-30,Retail,verified,clean,low,low,N,2025-08-03,semi-annually,N,,True,283180.3
